Date,Symbol,Company,Type,Split Ratio
2023-10-12,CRSTF,"Crest Resources, Inc.",Reverse,1 for 3.00
2023-10-12,NUHRF,Nuheara Ltd.,Forward,1.00 for 1
2023-10-11,HLTC,"National Healthcare Properties, Inc.",Forward,0.98 for 1
2023-10-11,AGRI,Agriforce Growing Systems Ltd.,Reverse,1 for 50.00
2023-10-11,ATEYY,Advantest Corp,Forward,0.25 for 1
2023-10-11,WORX,Scworx,Reverse,1 for 15.00
2023-10-11,EDSA,Edesa Biotech,Reverse,1 for 7.00
2023-10-11,EXHI,"Exlites Holdings International, Inc.",Reverse,1 for 10.00
2023-10-11,GRYCF,Graycliff Exploration Limited,Reverse,1 for 2.00
2023-10-10,YKLTY,"Yakult Honsha Co., Ltd. Unsponsored ADR",Forward,0.50 for 1
2023-10-10,FBIO,Fortress Biotech Inc,Reverse,1 for 15.00
2023-10-10,BRQS,"Borqs Technologies, Inc.",Reverse,1 for 12.00
2023-10-10,BOMO,Bowmo Inc.,Reverse,1 for 1000.00
2023-10-09,SPRU,Spruce Power Holding Corporation,Reverse,1 for 8.00
2023-10-06,VVPR,Vivopower International Plc,Reverse,1 for 10.00
2023-10-06,PBNNF,PT Bank Negara Indonesia (Persero) Tbk Class B,Forward,0.50 for 1
2023-10-06,SVFD,"N2off, Inc.",Reverse,1 for 7.00
2023-10-05,AEMD,Aethlon,Reverse,1 for 10.00
2023-10-05,SXTC,China Sxt Pharmaceuticals,Reverse,1 for 25.00
2023-10-03,DNZOY,Denso,Forward,0.50 for 1
2023-10-03,MRAAY,Murata Manufacturing,Forward,0.67 for 1
2023-10-03,IRS,Irsa Inversiones Y Representaciones,Reverse,1 for 1.10
2023-10-03,VCSA,Vacasa,Reverse,1 for 20.00
2023-10-02,ADXRF,Adx Energy Ltd,Reverse,1 for 10.00
2023-10-02,SKIL,Skillsoft Corp,Reverse,1 for 20.00
2023-10-02,ARR,Armour Residential,Reverse,1 for 5.00
2023-10-02,NCTY,The9 Limited,Reverse,1 for 10.00
2023-10-02,TOBAF,Taat Global Alternatives Inc.,Reverse,1 for 10.00
2023-10-02,NECA,"Third Bench, Inc.",Reverse,1 for 500.00
2023-10-02,EBET,"Esports Technologies, Inc.",Reverse,1 for 30.00
2023-10-02,UTRS,"Minerva Surgical, Inc.",Reverse,1 for 20.00
2023-10-02,AKA,A.K.A. Brands Holding Corp.,Reverse,1 for 12.00
2023-09-29,FATH,Fathom Digital Manufacturing Corp,Reverse,1 for 20.00
2023-09-29,TWOH,Two Hands Corporation,Reverse,1 for 1000.00
2023-09-29,TOPS,Top Ships,Reverse,1 for 12.00
2023-09-29,CRIS,Curis Inc.,Reverse,1 for 20.00
2023-09-29,AGRED,Argonaut Resources N.L.,Forward,1.00 for 1
2023-09-29,ENCTF,Encanto Potash Corp.,Reverse,1 for 5.00
2023-09-28,DNZOF,DENSO CORPORATION,Forward,0.25 for 1
2023-09-28,TEMPF,PERSOL HOLDINGS CO ,Forward,0.10 for 1
2023-09-28,ROHCF,Rohm Co ,Forward,0.25 for 1
2023-09-28,WOWI,"Metro One Telecommunications, Inc.",Reverse,1 for 75.00
2023-09-28,GHI,Greystone Housing Impact Investors Lp,Forward,1.00 for 1
2023-09-28,HNDAF,Honda Motor Co ,Forward,0.33 for 1
2023-09-28,CJPRF,Central Japan Railway Company,Forward,0.20 for 1
2023-09-28,SPRC,SciSparc Ltd.,Reverse,1 for 26.00
2023-09-28,YKLTF,Yakult Honsha Co ,Forward,0.50 for 1
2023-09-28,XWEL,"Xwell, Inc.",Reverse,1 for 20.00
2023-09-28,ADTTF,Advantest Corp,Forward,0.25 for 1
2023-09-28,SYBX,Synlogic Inc,Reverse,1 for 15.00
2023-09-28,MRAAF,Murata Manufacturing Co ,Forward,0.33 for 1
2023-09-28,DINRF,SCREEN Holdings Co ,Forward,0.50 for 1
2023-09-27,RBT,"Rubicon Technologies, Inc.",Reverse,1 for 8.00
2023-09-27,EHGRF,Star Entertainment Group Limited,Forward,0.92 for 1
2023-09-26,FTK,"Flotek Industries, Inc.",Reverse,1 for 6.00
2023-09-26,VCNX,Vaccinex,Reverse,1 for 15.00
2023-09-26,PROSY,Prosus N.V. Sponsored Adr,Forward,0.46 for 1
2023-09-25,NLTX,Neurogene Inc.,Reverse,1 for 5.00
2023-09-25,FAMI,Farmmi,Reverse,1 for 8.00
2023-09-25,CNXA,Connexa Sports Technologies Inc,Reverse,1 for 40.00
2023-09-25,VINO,"Gaucho Group Holdings, Inc.",Reverse,1 for 10.00
2023-09-25,EJH,E-Home Household Service Holdings Ltd.,Reverse,1 for 10.00
2023-09-22,AGREF,Argonaut Resources N.L.,Reverse,1 for 100.00
2023-09-22,PRPO,Precipio,Reverse,1 for 20.00
2023-09-22,SASI,"Nexttrip, Inc.",Reverse,1 for 20.00
2023-09-22,PBTS,"X3 Holdings Co., Ltd.",Reverse,1 for 8.00
2023-09-22,CPTN,Cepton Inc,Reverse,1 for 10.00
2023-09-22,RTON,Right On Brands Inc,Reverse,1 for 250.00
2023-09-21,PYPD,PolyPid Ltd.,Reverse,1 for 30.00
2023-09-21,SOND,Sonder Holdings Inc.,Reverse,1 for 20.00
2023-09-21,SMTK,"Smartkem, Inc.",Reverse,1 for 35.00
2023-09-20,NVO,Novo Nordisk,Forward,0.50 for 1
2023-09-20,NVO,Novo Nordisk,Forward,0.50 for 1
2023-09-20,LIZI,Sound Group Inc. Adr,Reverse,1 for 10.00
2023-09-20,DATS,"Datchat, Inc.",Reverse,1 for 10.00
2023-09-20,ATDS,Data443 Risk Mitigation Inc,Reverse,1 for 600.00
2023-09-19,MVCO,"Metavesco, Inc.",Forward,0.10 for 1
2023-09-19,AROW,Arrow Financial Corporation,Forward,0.97 for 1
2023-09-19,AXLA,Axcella Health,Reverse,1 for 25.00
2023-09-18,PNEXF,Pharnext Sa,Reverse,1 for 5000.00
2023-09-18,VITX,"Strake, Inc.",Reverse,1 for 2000.00
2023-09-18,TRLEF,Trillion Energy International Inc,Reverse,1 for 5.00
2023-09-18,AEHL,Antelope Enterprise Holdings Ltd,Reverse,1 for 10.00
2023-09-18,AYRO,"AYRO, Inc.",Reverse,1 for 8.00
2023-09-18,PHXM,Phaxiam Therapeutics S.A.,Reverse,1 for 10.00
2023-09-15,AAIRF,"American Aires, Inc.",Reverse,1 for 10.00
2023-09-15,KXIN,Kaixin Auto Holdings,Reverse,1 for 15.00
2023-09-14,PROSF,Prosus N.V. Class N,Forward,0.46 for 1
2023-09-14,SIXWF,Sixth Wave Innovations Inc.,Reverse,1 for 7.00
2023-09-14,RUEXF,"Ruentex Development Co., Ltd.",Reverse,1 for 1.11
2023-09-14,ASTR,"Astra Space, Inc.",Reverse,1 for 15.00
2023-09-14,AAMC,Altisource Asset Management Corp,Forward,0.50 for 1
2023-09-13,NAPRF,Naspers  Class N,Forward,1.00 for 1
2023-09-13,AVGR,Avinger Inc.,Reverse,1 for 15.00
2023-09-12,AMPE,"Ampio Pharmaceuticals, Inc.",Reverse,1 for 20.00
2023-09-12,CATWF,China Tontine Wines Group Limited,Reverse,1 for 10.00
2023-09-12,SIXWF,Sixth Wave Innovations Inc.,Reverse,1 for 7.00
2023-09-12,WETH,Wetouch Technology Inc,Reverse,1 for 20.00
2023-09-12,ASTI,Ascent Solar,Reverse,1 for 200.00
2023-09-12,MGTA,"Dianthus Therapeutics, Inc.",Reverse,1 for 16.00
2023-09-12,LFLY,"Leafly Holdings, Inc.",Reverse,1 for 20.00
2023-09-11,EFSH,1847 Holdings LLC,Reverse,1 for 25.00
2023-09-11,SLGG,"Super League Enterprise, Inc.",Reverse,1 for 20.00
2023-09-11,ABML,American Battery Technology Co.,Reverse,1 for 15.00
2023-09-08,ACFN,"Acorn Energy, Inc.",Reverse,1 for 16.00
2023-09-08,SSRSF,Silver Sands Resources Corp.,Reverse,1 for 10.00
2023-09-08,NEPT,"Neptune Wellness Solutions, Inc.",Reverse,1 for 40.00
2023-09-08,AGLE,"Spyre Therapeutics, Inc",Reverse,1 for 25.00
2023-09-08,ODTC,Odonate Inc,Reverse,1 for 2000.00
2023-09-08,BACK,"Imac Holdings, Inc.",Reverse,1 for 30.00
2023-09-08,SKYE,"Skye Bioscience, Inc.",Reverse,1 for 250.00
2023-09-08,PMMCF,Pampa Metals Corporation,Reverse,1 for 2.50
2023-09-07,ERDLF,EROAD Limited,Forward,0.84 for 1
2023-09-07,RVYL,Ryvyl Inc.,Reverse,1 for 10.00
2023-09-07,GROM,"Grom Social Enterprises, Inc.",Reverse,1 for 20.00
2023-09-06,ORRAF,Orora Ltd.,Forward,0.93 for 1
2023-09-05,WE,Wework Inc.,Reverse,1 for 40.00
2023-09-05,HARP,Harpoon Therapeutics,Reverse,1 for 10.00
2023-09-05,SOMNF,Somnomed Limited,Forward,0.96 for 1
2023-09-05,FUISF,Fubon Financial Holding Co ,Forward,0.95 for 1
2023-09-04,FUISF,Fubon Financial Holding Co ,Forward,0.95 for 1
2023-09-03,NXGN,Nextgen Healthcare,Reverse,1 for 6.00
2023-09-01,HLGN,Heliogen Inc,Reverse,1 for 35.00
2023-09-01,SONN,"Sonnet Biotherapeutics Holdings, Inc.",Reverse,1 for 22.00
2023-09-01,DSGR,"Distribution Solutions Group, Inc.",Forward,0.50 for 1
2023-08-31,GOOXF,Givot Olam Oil Exploration LP (1993),Forward,1.00 for 1
2023-08-31,SPIR,"Spire Global, Inc.",Reverse,1 for 8.00
2023-08-31,SGBG,Signature Bank Of Georgia,Reverse,1 for 14.00
2023-08-31,EXPR,Express Inc,Reverse,1 for 20.00
2023-08-31,SQL,Atlantic International Corp,Reverse,1 for 40.00
2023-08-30,IPSI,"Innovative Payment Solutions, Inc.",Reverse,1 for 30.00
2023-08-30,AMKYF,ABC-MART,Forward,0.33 for 1
2023-08-29,RUSHB,Rush Enterprises B,Forward,0.67 for 1
2023-08-29,DMS,"Digital Media Solutions, Inc.",Reverse,1 for 15.00
2023-08-29,RUSHA,Rush Enterprises A,Forward,0.67 for 1
2023-08-28,ICCT,Icoreconnect Inc.,Reverse,1 for 29.84
2023-08-28,CKDXF,Opthea Limited,Forward,0.94 for 1
2023-08-28,FFIE,Faraday Future Intelligent Electric Inc.,Reverse,1 for 80.00
2023-08-25,IDEX,"Ideanomics, Inc.",Reverse,1 for 125.00
2023-08-25,RCRT,"Nixxy, Inc.",Reverse,1 for 15.00
2023-08-25,CLVR,"Clever Leaves Holdings, Inc.",Reverse,1 for 30.00
2023-08-24,AMC,AMC Entertainment Holdings,Reverse,1 for 10.00
2023-08-24,METX,Btc Digital Ltd.,Reverse,1 for 20.00
2023-08-24,MNTS,Momentus Inc.,Reverse,1 for 50.00
2023-08-23,AMC,AMC Entertainment Holdings,Forward,0.88 for 1
2023-08-23,TIVC,"Tivic Health Systems, Inc.",Reverse,1 for 100.00
2023-08-23,FGRRF,Fingerprint Cards Ab,Forward,1.00 for 1
2023-08-23,SUNL,Sunlight Financial Holdings Inc,Reverse,1 for 20.00
2023-08-22,CPRT,Copart,Forward,0.50 for 1
2023-08-22,DBGI,"Digital Brands Group, Inc.",Reverse,1 for 25.00
2023-08-22,SRE,Sempra Energy,Forward,0.50 for 1
2023-08-22,AVOI,"Rivulet Entertainment, Inc.",Reverse,1 for 100.00
2023-08-22,HWGG,Hwgg Entertainment Limited,Reverse,1 for 50.00
2023-08-21,SMX,Smx (Security Matters) Public Limited Company,Reverse,1 for 22.00
2023-08-21,BQ,Boqii Holding Limited,Reverse,1 for 3.33
2023-08-18,WHLR,Wheeler Real Estate,Reverse,1 for 10.00
2023-08-18,VAPO,Vapotherm,Reverse,1 for 8.00
2023-08-18,ADTX,"Aditxt, Inc.",Reverse,1 for 40.00
2023-08-18,LGVN,Longeveron Inc.,Forward,1.00 for 1
2023-08-17,AAON,Aaon Inc,Forward,0.67 for 1
2023-08-17,DFFN,Cervomed Inc.,Reverse,1 for 1.50
2023-08-17,HSDT,Helius Medical Technologies Inc,Reverse,1 for 50.00
2023-08-17,AKTX,Akari Therapeutics PLC (ADR),Reverse,1 for 20.00
2023-08-16,WATT,Energous Corp.,Reverse,1 for 20.00
2023-08-15,CRKN,Crown Electrokinetics Corp.,Reverse,1 for 60.00
2023-08-14,HYBT,Hongchang International Co Ltd,Reverse,1 for 10.00
2023-08-14,MTEM,Molecular Templates,Reverse,1 for 15.00
2023-08-14,MOGO,Mogo Finance Technology,Reverse,1 for 3.00
2023-08-11,ATGGF,Actinogen Medical Limited,Forward,1.00 for 1
2023-08-11,MULN,"Mullen Automotive, Inc.",Reverse,1 for 9.00
2023-08-10,YZCAY,Yankuang Energy Group Company Limited Sponsored ADR Class H,Forward,0.67 for 1
2023-08-10,LTRY,"Lottery.com, Inc.",Reverse,1 for 20.00
2023-08-10,MOGO,Mogo Finance Technology,Reverse,1 for 3.00
2023-08-10,ATTRF,Ascott Residence Trust,Forward,1.00 for 1
2023-08-09,PCRBF,Pricer AB Class B,Forward,0.89 for 1
2023-08-09,SYTA,Siyata Mobile Inc.,Reverse,1 for 100.00
2023-08-08,AGFAF,Digicann Ventures Inc,Reverse,1 for 25.00
2023-08-07,MOBQ,"Mobiquity Technologies, Inc.",Reverse,1 for 15.00
2023-08-07,SYSX,"Sysorex, Inc.",Reverse,1 for 1000.00
2023-08-07,MBHCF,MBH Corp. Plc,Reverse,1 for 30.00
2023-08-07,YVR,Liquid Media Group Ltd.,Reverse,1 for 4.00
2023-08-07,ADIL,Adial Pharma,Reverse,1 for 25.00
2023-08-07,BNGO,Bionano Genomics,Reverse,1 for 10.00
2023-08-04,MBHCF,MBH Corp. Plc,Reverse,1 for 30.00
2023-08-04,DUO,Fangdd Network Group Ltd,Reverse,1 for 15.00
2023-08-04,OTMO,Otonomo Technologies Ltd.,Reverse,1 for 15.00
2023-08-04,NCMI,National Cinemedia,Reverse,1 for 10.00
2023-08-03,EBML,Sky Constant Century Inc,Reverse,1 for 5000.00
2023-08-03,FZRO,Cs Diagnostics Corp.,Reverse,1 for 500.00
2023-08-02,EXLS,Exlservice,Forward,0.20 for 1
2023-08-02,SMFL,"Smart for Life, Inc.",Reverse,1 for 3.00
2023-08-02,CBMJ,Conservative Broadcast Media & Journalism Inc,Reverse,1 for 20.00
2023-08-01,EDDYF,Edison Lithium Corp.,Reverse,1 for 8.00
2023-08-01,TAOP,Taoping,Reverse,1 for 10.00
2023-08-01,MDVL,"Medavail Holdings, Inc.",Reverse,1 for 50.00
2023-08-01,BRSH,Bruush Oral Care Inc,Reverse,1 for 25.00
2023-07-31,THTX,Theratechnologies,Reverse,1 for 4.00
2023-07-28,BIOL,Biolase Inc,Reverse,1 for 100.00
2023-07-28,INVO,"Naya Biosciences, Inc.",Reverse,1 for 20.00
2023-07-28,KPLT,"Katapult Holdings, Inc.",Reverse,1 for 25.00
2023-07-28,UPC,Universe Pharmaceuticals Incorporation,Reverse,1 for 6.00
2023-07-28,OTRK,"Ontrak, Inc.",Reverse,1 for 6.00
2023-07-27,VIEW,View Inc.,Reverse,1 for 60.00
2023-07-26,BNTC,Benitec Biopharma,Reverse,1 for 17.00
2023-07-25,DXF,Eason Technology Limited,Reverse,1 for 10.00
2023-07-25,OCX,OncoCyte Corp,Reverse,1 for 20.00
2023-07-25,ABVC,"ABVC BioPharma, Inc.",Reverse,1 for 10.00
2023-07-25,SUIC,Suic Worldwide Holdings Ltd,Reverse,1 for 10.00
2023-07-24,BJDX,"Bluejay Diagnostics, Inc.",Reverse,1 for 20.00
2023-07-20,BGLC,Bionexus Gene Lab Corporation,Reverse,1 for 12.00
2023-07-20,SING,"Singlepoint, Inc.",Reverse,1 for 400.00
2023-07-19,BGTTF,Goat Industries Ltd,Reverse,1 for 100.00
2023-07-18,SNMP,Evolve Transition Infrastructure Lp,Reverse,1 for 30.00
2023-07-18,QNRX,Quoin Pharmaceuticals Ltd,Reverse,1 for 12.00
2023-07-17,QNRX,Quoin Pharmaceuticals Ltd,Reverse,1 for 12.00
2023-07-17,NIDB,Northeast Indiana Bancorp ,Forward,0.50 for 1
2023-07-17,BANT,Bantec Inc,Reverse,1 for 1000.00
2023-07-17,TNSMF,Titanium Sands Ltd.,Forward,0.97 for 1
2023-07-14,NIDB,Northeast Indiana Bancorp ,Forward,0.50 for 1
2023-07-14,FHILF,Freehill Mining Ltd.,Forward,1.00 for 1
2023-07-14,ACSAY,Actividades de Construccion y Servicios SA,Forward,0.95 for 1
2023-07-14,SNAX,Stryve Foods Inc,Reverse,1 for 15.00
2023-07-14,TREIF,"Treatment.Com International, Inc.",Reverse,1 for 10.00
2023-07-13,LGHL,Lion Group Holding Ltd.,Reverse,1 for 50.00
2023-07-12,HLTC,"National Healthcare Properties, Inc.",Forward,0.98 for 1
2023-07-12,AXDX,Accelerate Diagnostics,Reverse,1 for 10.00
2023-07-10,CRSS,Crossroads Impact Corp.,Reverse,1 for 25000.00
2023-07-10,ACST,"Grace Therapeutics, Inc.",Reverse,1 for 6.00
2023-07-10,AUID,Ipsidy Inc.,Reverse,1 for 8.00
2023-07-10,OWLT,Owlet Inc,Reverse,1 for 14.00
2023-07-10,JZXN,"Jiuzi Holdings, Inc.",Reverse,1 for 18.00
2023-07-07,OGI,OrganiGram Holdings,Reverse,1 for 4.00
2023-07-07,SQZB,Sqz Biotechnologies Company,Reverse,1 for 10.00
2023-07-06,SNFCA,Security National Financial,Forward,0.95 for 1
2023-07-06,TLIS,Talis Biomedical Corp.,Reverse,1 for 15.00
2023-07-06,LIGA,"Lig Assets, Inc.",Reverse,1 for 50.00
2023-07-06,STUPF,Battery X Metals Inc.,Reverse,1 for 3.00
2023-07-06,STRC,Palladyne Ai Corp.,Reverse,1 for 6.00
2023-07-05,WKEY,WISeKey International Holding Ltd.,Reverse,1 for 2.50
2023-07-05,YZCHF,Yankuang Energy Group Company Limited Class H,Forward,0.67 for 1
2023-07-05,BFRI,"Biofrontera, Inc.",Reverse,1 for 20.00
2023-07-05,XXII,22nd Century Group,Reverse,1 for 15.00
2023-07-05,VTEXF,Develop Global Limited,Forward,1.00 for 1
2023-07-05,BDRX,Biodexa Pharmaceuticals Plc,Reverse,1 for 80.00
2023-07-05,KAIFF,Kairos Minerals Limited,Forward,0.91 for 1
2023-07-05,AGFY,Agrify Corp.,Reverse,1 for 20.00
2023-07-04,KAIFF,Kairos Minerals Limited,Forward,1.00 for 1
2023-07-04,JRVMF,Jervois Global Limited,Forward,0.98 for 1
2023-07-03,SPHDF,Santhera Pharmaceuticals Holding Ag,Reverse,1 for 10.00
2023-07-03,BTCY,Biotricity ,Reverse,1 for 6.00
2023-07-03,PRFX,Painreform Ltd.,Reverse,1 for 10.00
2023-07-03,JRVMF,Jervois Global Limited,Forward,0.98 for 1
2023-06-30,AWLCF,Awilco Drilling Plc,Forward,0.86 for 1
2023-06-30,EVLO,Evelo Biosciences,Reverse,1 for 20.00
2023-06-30,ATXG,Addentax Group Corp,Reverse,1 for 10.00
2023-06-30,DOMA,Doma Holdings Inc,Reverse,1 for 25.00
2023-06-30,WSKEF,Wisekey International Holding,Reverse,1 for 50.00
2023-06-30,IKT,"Inhibikase Therapeutics, Inc.",Reverse,1 for 6.00
2023-06-30,AHI,Advanced Human Imaging Ltd. Unsponsored Adr,Reverse,1 for 4.00
2023-06-30,AUDA,"Audacy, Inc.",Reverse,1 for 30.00
2023-06-30,JRSS,Jrsis Health Care Corp,Reverse,1 for 10.00
2023-06-29,NPPXF,Nippon Telegraph and Telephone Corporation,Forward,0.04 for 1
2023-06-29,GHI,Greystone Housing Impact Investors Lp,Forward,1.00 for 1
2023-06-29,SKKAF,SK Kaken Co ,Forward,0.20 for 1
2023-06-29,ANY,Sphere 3D Corp,Reverse,1 for 7.00
2023-06-29,TNYYF,Tinybeans Group Ltd.,Forward,0.95 for 1
2023-06-29,MRAI,"Marpai, Inc.",Reverse,1 for 4.00
2023-06-29,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 40.00
2023-06-28,ACCMF,Aac Clyde Space Ab,Forward,0.98 for 1
2023-06-28,TITMF,Titomic Ltd,Forward,1.00 for 1
2023-06-28,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 40.00
2023-06-28,GHVNF,Goldhaven Resources Corp,Reverse,1 for 6.00
2023-06-27,AREB,American Rebel Holdings ,Reverse,1 for 25.00
2023-06-26,TMASF,Temas Resources Corp.,Reverse,1 for 9.00
2023-06-26,SKLZ,Skillz Inc.,Reverse,1 for 20.00
2023-06-23,TRFNF,Trufin Plc,Forward,1.00 for 1
2023-06-23,TRI,Thomson Reuters Corp,Reverse,1 for 1.04
2023-06-23,COOSF,Carbios SA,Forward,0.91 for 1
2023-06-23,XAUMF,Goldmoney Inc (OTC),Reverse,1 for 5.00
2023-06-23,ACNDF,Capitaland India Trust,Forward,1.00 for 1
2023-06-23,SHPW,"Shapeways Holdings, Inc.",Reverse,1 for 8.00
2023-06-22,STCN,Steel Connect,Reverse,1 for 9.33
2023-06-22,MEDS,"Scienture Holdings, Inc.",Reverse,1 for 15.00
2023-06-21,DOUG,Douglas Elliman Inc.,Forward,0.95 for 1
2023-06-21,LPTX,Leap Therapeutics,Reverse,1 for 10.00
2023-06-21,EPWCF,Empower Clinics Inc,Reverse,1 for 5.00
2023-06-21,BSFC,Blue Star Foods Corp.,Reverse,1 for 20.00
2023-06-20,DGWR,"Deep Green Waste & Recycling, Inc.",Reverse,1 for 1500.00
2023-06-20,WECFF,White Energy Company Limited,Forward,1.00 for 1
2023-06-20,EFOI,Energy Focus Inc.,Reverse,1 for 7.00
2023-06-20,YJ,Yunji Inc,Reverse,1 for 10.00
2023-06-20,CNGGF,Cann Group Ltd.,Forward,0.99 for 1
2023-06-16,BWNAF,Verity Resources Limited,Forward,1.00 for 1
2023-06-16,IZEA,"IZEA Worldwide, Inc.",Reverse,1 for 4.00
2023-06-16,EFLVF,Electrovaya Inc.,Reverse,1 for 5.00
2023-06-15,ATIP,"Ati Physical Therapy, Inc.",Reverse,1 for 50.00
2023-06-15,NBSE,Neubase Therapeutics,Reverse,1 for 20.00
2023-06-15,BOXL,Boxlight,Reverse,1 for 8.00
2023-06-15,LOCL,Local Bounti Corporation,Reverse,1 for 13.00
2023-06-14,HWBK,Hawthorn Bancshares,Forward,0.96 for 1
2023-06-14,SNMP,Evolve Transition Infrastructure Lp,Reverse,1 for 30.00
2023-06-14,TMXXF,Tmx Group Ltd.,Forward,0.20 for 1
2023-06-14,CCBC,Chino Commercial Bancorp,Forward,0.83 for 1
2023-06-13,OPAD,Offerpad Solutions Inc.,Reverse,1 for 15.00
2023-06-13,REFXF,Redflow Limited,Forward,1.00 for 1
2023-06-13,VENG,Vision Energy Corporation,Reverse,1 for 5.00
2023-06-12,FNCH,"Finch Therapeutics Group, Inc.",Reverse,1 for 30.00
2023-06-12,CELZ,"Creative Medical Technology Holdings, Inc.",Reverse,1 for 10.00
